"HUC12","sumOPha","sumBioMg","sumEnergyPot","sumDC","sumOC","sumTC","sumDCcp","sumTCcp","sumpatch","sumlin","sumprairie","sumrye","sumCO2","sumN2Ored","sumNO3red","sumSEDred","mean_dist","mean_Ctruck","sum_Ctruck","mean_Chand","sum_Chand","mean_Ctotal","sum_Ctotal","mean_Ctotal_Mg","mean_Cdeliv","sum_Cdeliv","mean_Cdeliv_Mg","area_ha","per_treated","per_patch","per_lin","per_prairie","per_rye","bio_Mg_ha","dc_ha","oc_ha","tc_ha","dccp_ha","tccp_ha","co2_ha","n20_ha","no3_ha","sed_ha","cluster","Cluster_Label"
"070600060901",291.478933080598,1764.29141733993,22206.38221252,145282.6104112,116478.7207799,213078.5941004,193201.8530747,262677.912904,97.1289219882316,64.259854839287,161.388776827519,126.510447194369,496.439972084,128.888846436,11943.9054111244,3134220.49282501,103.158866427429,27.3370996032686,48318.2989566461,240.921554286699,8432.25440003447,1621.44438161944,56750.5533566806,32.1164996032686,5772.37610765373,202033.163767881,112.47115770559,10479.20637676,0.0278149816504252,0.00926872880408548,0.00613212990840583,0.0154008587124913,0.0120725217775016,0.168361167239978,13.8638943816773,11.1152234808752,20.3334667187154,18.4366874864845,25.0665845732886,0.0473738138400411,0.0122994854573949,1.13977194280787,299.089490190388,"1","LO/LC"
"070600061002",387.393073684916,2045.92600427645,25368.8321534,200974.7348677,156700.7337129,250516.339494,200974.7348677,252273.2632516,101.571764283405,34.7220096707149,136.29377395412,251.099299730796,528.606560487,125.324874769,7367.82652605107,2309808.42790661,100.424863784762,26.6125889029619,54591.3831148509,465.633273563755,9778.29874483886,3065.22294569951,64369.6818596898,31.3919889029619,12635.44841559,265344.41672739,126.513812353156,5868.48118552,0.0660124930860777,0.0173080156640913,0.00591669438361473,0.023224710047706,0.0427877830383717,0.34862955841532,34.2464648883239,26.7020935671646,42.6884455405819,34.2464648883239,42.9878285840063,0.09007553126204,0.0213555894288677,1.25549120686125,393.595609304478,"1","LO/LC"
"070801010301",3055.44295541419,15348.7863446309,189106.10574283,1662006.4308381,2012582.1185035,2278319.4113664,2416128.1810632,3042084.1870067,557.484895694324,226.624860671317,784.109756365641,2215.21543037189,3736.624441941,840.830641677,111212.359840281,15998573.4468516,53.9944737889888,14.308535554082,216811.643053605,412.123536267017,73357.9894555291,1630.16647477042,290169.632509134,19.087935554082,10967.2812547597,1952176.06334723,127.98023556205,9168.66314064,0.333248469111159,0.0608032912915382,0.0247173287092209,0.0855206200007592,0.241607243759777,1.67404845277798,181.270312295723,219.506605012322,248.48981540916,263.520225795377,331.791466252337,0.40754299559534,0.0917070055666051,12.1296156412742,1744.91888309628,"2","THE/MC"
"070801010302",440.175059289942,2505.89054155598,31331.41149232,226560.7512924,318106.802971,376223.9873724,309387.2653209,462033.0870989,172.429936157853,24.7995055599917,197.229441717845,236.79343216468,674.627288426,168.509602348,16034.4888209046,1529470.7719373,59.2016081369231,15.6884261562846,38081.7463457254,460.640509781256,11976.6532543126,1925.32306153992,50058.399600038,20.4678261562846,10639.1981112476,276619.150892438,117.74468392487,7373.7026688,0.0596952547534137,0.023384443867997,0.0033632364463141,0.0267476803143111,0.032113233039164,0.339841549640866,30.7255067730132,43.1407146801552,51.0223973315738,41.9581964743433,62.6595765861131,0.091490980682001,0.0228527796572279,2.17455049940521,207.422354905748,"1","LO/LC"
"070801010403",693.834431381755,4076.22140883549,51147.2664961,349432.4364236,505706.3443013,620700.1143184,481516.6045309,757621.4512692,279.647811105137,69.0958533806292,348.743664485766,335.534021613601,1122.232338364,286.288471834,28075.8142168906,3382702.69234969,69.3030544214815,18.3653094216926,74223.9997933585,721.551577829197,19481.8926013883,3470.58860721285,93705.8923947468,23.1447094216926,16412.5306969758,443138.328818347,114.75290060609,5063.26531074,0.137032999220882,0.0552307244323064,0.0136465006552325,0.0688772250875388,0.0662683073118604,0.805057834948756,69.0132582391836,99.8775124875672,122.588897919648,95.1000145122804,149.630999912678,0.22164201745138,0.056542261616577,5.54500159360351,668.087189737901,"2","THE/MC"
"070801010405",1170.16698898972,5944.47773918413,73307.89373431,625679.8203352,833973.4506538,883268.800546,762561.6718718,1024262.9528536,237.741450255203,83.1540681897032,320.895518444906,839.257229154615,1455.767295148,330.016957396,38824.2907531275,4270624.16023087,63.7339991797222,16.8895097826264,100126.472688898,394.597734814675,28411.0369066566,1785.24318882715,128537.509595555,21.6689097826264,10475.2406934827,754217.329930755,117.524061132782,4836.05030918,0.241967497064383,0.0491602516632037,0.017194624305677,0.0663548759688807,0.173541873119372,1.22920097168966,129.378269524514,172.449291743453,182.642599658101,157.682741725055,211.797414702097,0.301024017964536,0.068241009976581,8.02809902110189,883.081003546259,"2","THE/MC"
"070801010601",683.467378377923,3774.81841097891,47064.215909617,351270.7300219,401339.29917258,538609.96493817,415942.7615179,607677.50063548,254.114135172555,31.5187596623326,285.632894834887,392.939422062976,1009.696046462,248.258533558,14458.7642647598,2887526.86848056,64.9576738133333,17.2137835605333,64587.2871704664,286.370906562422,18041.3671134326,1311.56594101427,82628.654283899,21.9931835605333,6887.29181437776,433899.384305799,126.699994565634,17048.86271332,0.0400887372882615,0.014905049060781,0.00184873092078497,0.016753779981566,0.0230478377748903,0.221411743085344,20.603763191046,23.5405320531451,31.5921345602345,24.3970972440837,35.6432866434376,0.0592236598675371,0.0145615891061191,0.848077933870827,169.367711913393,"1","LO/LC"
"070801010602",2680.22313590533,13655.0613304213,168564.09337467,1429765.73039597,1563796.34079596,1910373.33350723,1750897.4740714,2242467.95379736,633.789218330975,140.696552833867,774.485771164842,1881.85082430371,3400.505462976,778.923888477,63373.0383767742,11061721.930256,51.2634245948101,13.5848075176247,185969.514559473,413.056962801364,65263.0001226155,1590.07920684866,251232.514682088,18.3642075176247,10639.2293992282,1680998.24507806,129.086402495005,10283.76731992,0.260626582897655,0.0616300620788361,0.013681421259049,0.075311483337885,0.182992357349286,1.32782674924694,139.03131857393,152.064539399568,185.765904077465,170.258371237149,218.058993755491,0.330667289251976,0.0757430486557391,6.16243409689156,1075.64879543989,"2","THE/MC"
"070801010603",465.161672057391,2310.75231916697,28436.14672811,247121.6362205,245833.5370176,310684.284739,247121.6362205,312410.7116831,99.8087205424976,22.656498402884,122.465218945382,342.696453112009,567.548118356,127.074036831,7144.95232904883,1276969.96473374,64.1071896948718,16.988405269141,38850.8882814277,283.179734210939,11044.0096342266,1279.35635681165,49894.8979156543,21.767805269141,7615.8085675937,297016.534136154,135.820186528379,12503.93946568,0.0372012095335343,0.0079821820008363,0.00181194882341442,0.00979413082425073,0.0274070787092836,0.184801943860123,19.7635022865221,19.6604868163628,24.846912094524,19.7635022865221,24.9849827360877,0.0453895446242178,0.0101627200915187,0.571416100394586,102.125411614371,"1","LO/LC"
"070801010604",1070.34659837297,5589.73352736903,69227.64115603,567675.8278976,663442.16473322,794958.20784422,729494.63418,962172.76596422,311.94084503987,37.4200643769162,349.360909416786,708.771890991095,1425.942957554,334.853784681,24463.2271896926,2778735.39154413,72.5269895771429,19.2196522379429,104873.991016834,424.056705090596,26715.5724207075,2088.72322916733,131589.563437542,23.9990522379429,11099.4506561134,699265.391335142,136.908452318744,4423.19369884,0.241985016087737,0.0705238943349186,0.0084599651122513,0.0789838594471699,0.160239849133664,1.26373247656664,128.340711835992,149.99165985139,179.724936769715,164.924867380624,217.528969218905,0.322378592176047,0.0757040743589449,5.53067056414648,628.219241737675,"2","THE/MC"
"070801010605",847.973838197166,4368.2606643437,54011.10382061,445217.7327133,459234.540106,592569.2276766,477302.6584903,628198.9399243,204.932176681672,62.5038999547136,267.436076636386,578.151120457034,1107.661319268,257.288097436,16714.9162545193,2425811.8459949,64.3469929779747,17.0519531391633,73172.2680938271,264.274240748915,20877.6650191643,1190.50548244293,94049.9331129913,21.8313531391633,6826.17298514293,539267.665826291,128.70217298906,15670.75310264,0.0541118753287173,0.0130773661826851,0.00398857027134093,0.0170659364540261,0.0368936398059667,0.27875244002203,28.4107425978331,29.3051991246441,37.8137045357936,30.4581825368616,40.0873484388232,0.0706833495501499,0.0164183620117565,1.06663133194941,154.798676879558,"1","LO/LC"
"070801030202",3305.50190922723,16024.9103859086,196615.79396091,1867874.5287855,2329545.179733,2432926.9273142,3170248.3924694,3744263.0382464,518.128047195376,151.501418287993,669.629465483369,2536.82692565289,3802.988766204,826.867820519,113015.234467547,10955608.0298055,85.5526113055,22.6714419959575,356809.049260338,638.245472486763,76589.4566984115,3611.65421632292,433398.50595875,27.4508419959575,19177.2752895354,2301273.03474425,142.307687445501,8873.23022006,0.372525205280302,0.0583922691450096,0.0170739870972229,0.0754662562422325,0.285896664770154,1.80598383998654,210.506713165487,262.536316759428,274.187287715583,357.282332797172,421.972939435475,0.428591242635231,0.0931867876762256,12.7366507646843,1234.68091755783,"3","HO/HC"
"070801030301",4670.78634655662,27487.8676272356,345066.95599343,2450405.74123752,3494793.7416005,4307002.93153462,4445888.624823,6339949.0598759,2165.83498198625,133.861407796466,2299.69638978272,2219.79458598641,7582.830756463,1939.277969069,196582.728631947,14431392.0891952,36.8804581278358,9.77332140387647,271656.550128824,634.664321437729,131375.51453761,1947.01480515186,403032.064666434,14.5527214038765,13784.7237000191,2853437.80590395,124.14832232585,11907.20567752,0.392265530054188,0.181892800094585,0.0112420505214911,0.193134850616076,0.186424476582044,2.30850699750075,205.791837951008,293.502425023063,361.713994717161,373.37799860269,532.446422072417,0.636827057651223,0.16286591678938,16.5095601735579,1211.98814230955,"3","HO/HC"
"070801030302",1886.51801060782,9963.24059874346,123484.12386439,1014764.4234963,1357277.2308804,1502308.0597654,1564190.8899809,2060133.6882293,485.574265304535,121.877661901942,607.451927206477,1238.33429370346,2515.469978918,591.934781014,77490.5263521661,9454505.6133554,46.8127931058252,12.4053901730437,120461.10573847,462.313709879947,47618.3121176345,1631.83900831169,168079.417856104,17.1847901730437,11483.9207898292,1182843.8413524,121.615078508225,4854.45542846,0.388615785727028,0.100026516353983,0.0251063510002409,0.125132867354224,0.255092319200941,2.05239099329915,209.037746550743,279.594127679729,309.469946094857,322.217581978524,424.379978061277,0.518177582632784,0.121936392194208,15.9627639998229,1947.59345361931,"3","HO/HC"
"070801030303",5733.94619999667,29522.2574500319,365001.38379479,3123339.0634374,4054629.55676319,4479522.44294189,5084441.4982076,6462904.34244699,1288.0267240613,384.625046699346,1672.65177076065,3914.13461303481,7377.086996982,1707.040816903,224875.40620266,30010111.5768021,19.4587380781661,5.15656559071401,151017.23703883,488.230717151151,141098.677256683,1010.7817103651,292115.914295512,9.93596559071401,11818.1833139547,3415454.97773291,111.952628812766,14506.4552932,0.395268594849942,0.0887899006358275,0.0265140614247535,0.115303962060581,0.269820196176359,2.03511173841832,215.306841010394,279.505190952046,308.79510896378,350.495099970492,445.519198992501,0.50853822301028,0.11767456504024,15.5017474398499,2068.74187871861,"3","HO/HC"
"070801030401",3233.22352179873,16200.0752849193,199562.55437327,1761254.2313282,2026816.1029162,2243267.3652287,2413950.8450767,2907676.7532499,677.142354697202,159.750486439491,836.892841136693,2346.79603995628,3970.074665424,894.060502189,83600.154381233,9198812.14641152,81.4615552266071,21.5873121350509,347498.915810071,691.309284078065,77426.6398167432,3793.97817523941,424925.555626814,26.3667121350509,19519.4623835269,2186179.78695501,131.718229011616,11053.7350441,0.292500544738901,0.0612591447140423,0.0144521725735374,0.0757113172875796,0.21230796926048,1.46557477814399,159.335665664275,183.360293586739,202.942024236962,218.383273657818,263.049253636841,0.359161373923383,0.0808831131397717,7.56306841512861,832.190396251758,"2","THE/MC"
"070801030402",1468.14401170433,8967.15896556675,112968.29752608,723919.6552218,879745.54958661,1209418.5676577,875228.6105271,1371827.53871411,641.627777257728,200.112408214405,841.740185472132,615.015658704003,2543.238493849,663.679106488,53721.8386169047,6108727.84863765,90.3049254850407,23.9308052535358,212216.923076682,348.436093983981,42857.6395600297,2073.77693200579,255074.562636712,28.7102052535358,7959.30258421554,978994.217858512,105.908894430042,6434.73402416,0.228159238003001,0.0997131777084581,0.0310987847303491,0.130811962438807,0.0955774794101591,1.39355549613993,112.501876923546,136.718246050808,187.951601902548,136.016284005049,213.191024456242,0.395235993329343,0.103140099341501,8.34872714477389,949.336495603653,"2","THE/MC"
"070801030403",1850.84832447077,9856.546316845,122317.29682705,983901.1699995,1097030.1327967,1343236.2333307,1360211.2857157,1727531.7090234,461.651571298604,178.074099987461,639.725671286065,1182.60770554169,2532.747771142,602.576141452,69430.7827015906,8095072.93290027,81.2983418056863,21.5440605785069,210629.268344514,461.846837909108,47108.377466729,2526.8396648161,257737.645811243,26.3234605785069,12172.929566772,1241638.81581074,117.157426353635,6099.43548572,0.303445839996829,0.0756875898399816,0.029195177226543,0.104882767066525,0.193888058708123,1.61597681292329,161.310201952789,179.857650001392,220.223041374154,223.006094400085,283.228130384836,0.415242980612168,0.0987921165594343,11.3831489592999,1327.1839585569,"2","THE/MC"
"070801030404",928.316453631602,6507.71561549904,83014.27008952,427579.8718981,498750.8800986,802266.2311132,538174.2274072,925723.1304508,743.613008142369,11.560665409178,755.173673551547,165.108447355581,1973.579198689,546.977269805,43024.2503599743,1543738.20942434,72.5457478945455,19.2246231920545,121698.885983776,565.508654776657,31102.9760127161,2778.21567266349,152801.861996492,24.0040231920545,10552.3951617199,580381.733894592,95.8214273326796,4498.82141852,0.2063465888666,0.165290625913975,0.00256970978256372,0.167860335696539,0.0367003781647989,1.44653788405763,95.0426416434114,110.862564592012,178.328090066115,119.62560353957,205.77014385144,0.438688050733576,0.121582347668502,9.56344925870123,343.14280692924,"2","THE/MC"
"070801030405",2915.94780486013,17143.6176511028,215157.9685823,1491492.8846428,1604784.29119669,2197626.64848607,2234623.5879706,2960208.62195519,1124.52256515467,336.546063799804,1461.06862895447,1398.96371231802,4735.020826886,1209.64819469,122927.46151016,12650174.3196181,90.2669472525,23.9207410219125,397199.171111193,445.305468487396,81936.2062016809,2603.99661583084,479135.377312874,28.7001410219125,10709.9362062808,1970628.26195567,111.142666185328,10365.37629868,0.281316154940894,0.108488349361506,0.0324682919463968,0.140956641307902,0.134965067548602,1.65393104476931,143.891822319344,154.821614281486,212.016099093858,215.585379978455,285.586218643327,0.456811281177413,0.116700847111942,11.8594306630059,1220.42595995565,"2","THE/MC"
"070801030406",6117.03991674612,31729.9527728564,392374.90727722,3274039.0273944,3728745.6711148,4478009.8259516,4360795.7475818,5582088.0721316,1001.39695203537,849.79457682727,1851.19152886264,4185.41431158629,7925.35832234,1835.918273811,240221.992645021,40788377.3897893,59.1483321434727,15.6743080180203,506867.62941497,487.621016985819,151650.13628259,2117.4204684809,658517.765697559,20.4537080180203,12644.8771482057,3932556.79309196,115.263819976059,15386.49760938,0.397558955393267,0.0650828393477207,0.055229890414386,0.120312729762107,0.272018650237515,2.06219463183831,212.786503498916,242.338819774142,291.03503211944,283.417049044569,362.791339123766,0.515085273045407,0.11932008962792,15.6125194143322,2650.92020453853,"3","HO/HC"
"070801030407",4427.84726399772,22174.2022682247,273013.05135497,2403913.47087101,2780070.2903567,3200282.59049771,3258034.582381,4064508.132217,584.159654713796,529.009637972311,1113.16929268611,3251.13302222397,5369.088467672,1201.19983157,172352.250621644,31970607.8175005,35.2217130786762,9.33375396584918,216691.344160909,377.150826764246,105979.382320753,1148.29440029061,322670.726481662,14.1131539658492,9703.14660979599,2726584.19735267,116.740279221828,9822.59524804,0.45078180991742,0.0594710094392171,0.0538564019603545,0.113327411399572,0.330985135814559,2.25746879600372,244.733027287334,283.028081698819,325.80825226778,331.687756657907,413.791674153328,0.54660589509105,0.122289456221836,17.5465084602804,3254.80252521653,"3","HO/HC"
"070801030408",2086.71344767703,11018.9151364595,136535.72873113,1090116.8026691,1225230.6707943,1519885.205413,1183452.0722932,1620801.3556215,438.267829783488,263.832402992202,702.100232775689,1378.388928049,2799.353533383,658.706672038,65026.6628089693,13827609.6617473,22.4831536920645,5.9580357283971,58655.3294610688,566.277451647254,52663.8030031946,1196.97991897057,111319.132464263,10.7374357283971,12918.665969176,1201435.93513336,104.993427807901,4132.8962436,0.504903419946341,0.106043753327262,0.0638371707009968,0.169880924028259,0.333516460807238,2.66614850385438,263.765828710847,296.458124902514,367.753051571672,286.349330478798,392.170831322319,0.677334578074139,0.159381371612714,15.7339209542621,3345.74323833076,"3","HO/HC"
"070801030409",1678.55211512986,9939.79739323066,124953.98723356,895941.8446469,865627.36276754,1328853.97350784,1807039.8043285,2253464.89164044,781.215466461403,72.3866001666433,853.602066628047,754.788529276783,2791.133485906,720.197398038,52947.7740924776,5733451.18155759,50.9228773672165,13.4945625023124,148170.815835107,489.75533671347,47506.2676612066,2017.28952058056,195677.083496314,18.2739625023124,11253.8033829197,1091618.92814321,122.051440485555,8906.936517,0.188454482854586,0.0877086599831891,0.00812699181458007,0.0958356517977692,0.0847416536354756,1.11596140538998,100.589225367991,97.1857564175272,149.193156476591,202.880058803556,253.001117425663,0.313366271397441,0.0808580365048536,5.94455500961752,643.706303577507,"2","THE/MC"
"070801030601",1894.02682265877,9771.99584427138,120796.94647953,1027003.10324741,1128103.7225949,1342678.29878301,1566397.68361541,1887391.07930031,307.457496737546,244.971769477993,552.429266215539,1301.08356195425,2431.691407086,561.574270943,76359.5464398543,10246502.1653775,99.9915799783459,26.4977686942617,257552.966300906,351.159976978276,46704.2769381106,2287.64844540614,304257.243239017,31.2771686942617,10009.4762893716,1331260.34648643,128.194927807455,7680.05806452,0.246616211329015,0.0400332255504584,0.0318971246597344,0.0719303502101927,0.169410641302953,1.27238567237084,133.723351388698,146.887395006356,174.826581713732,203.956489710903,245.752188778311,0.31662409146616,0.0731210970314582,9.94257410534652,1334.16988247965,"2","THE/MC"
"070801030602",1643.39209953657,8582.46040414799,106256.15321176,871350.04807384,991960.8593433,1158844.74329394,1060913.1859317,1357053.353022,499.814626490685,31.0664716270029,530.881098117688,1098.01022444532,2179.595879597,510.336018869,41652.1415449191,2425876.19526327,93.1499882125253,24.6847468763192,212239.471696929,414.33344702611,41019.0112555849,2558.16649446984,253258.482952514,29.4641468763192,11359.6821315793,1124608.53102635,136.987855852707,8022.33743646,0.204852028794957,0.0623028675182774,0.00387249624851377,0.0661753637667912,0.136869114910957,1.0698204198121,108.615482080537,123.649854820993,144.452256274737,132.24489674419,169.159345860279,0.271690875241816,0.0636143795883753,5.19202063922393,302.390196682344,"2","THE/MC"
"070801030603",2792.70606871957,15871.2933346393,198563.34493737,1534448.1416009,1799232.6804384,2336498.5921563,3397457.0221773,4217351.7658587,1031.6196641413,153.256444603138,1184.87610874444,1466.19820869385,4272.729323081,1070.681968096,146673.486823517,12308954.8721904,66.323972594386,17.5758527375123,279770.76695336,443.598007974124,75855.2593635751,2079.68436442652,355626.026316935,22.3552527375123,11053.065309461,1890074.16791784,127.980993690415,15076.16010342,0.185239878693385,0.0684272160195007,0.0101654826926634,0.0785926987121641,0.0972527618860487,1.05274109758485,101.779772241395,119.342900851142,154.979688204974,225.352941257674,279.736467172566,0.283409654299953,0.0710182142370004,9.72883584529225,816.451588982408,"2","THE/MC"
"070801030604",256.12268338597,1167.55802078147,14241.26748031,155889.2248827,152283.4053802,180666.0453436,384504.5627637,409749.4383449,27.0593516801049,3.7349070482309,30.7942587283358,207.751087223646,269.506381753,55.733900194,5694.18502864698,560257.955715836,99.316840432,26.31896271448,30908.7552994575,372.015120301529,5580.22680452294,2432.59880693203,36488.9821039805,31.09836271448,12825.213799112,192378.20698668,167.030892692456,6778.06153284,0.037787010658585,0.00399219622734334,0.000551028790478681,0.00454322501782202,0.0306505165550775,0.172255447243227,22.9990867045703,22.4671028202356,26.6545301290443,56.7278064533287,60.4523042996359,0.0397615720139497,0.00822269020780748,0.840090489155109,82.6575493599994,"1","LO/LC"
"070801030605",1416.54603298297,7857.03814018644,98040.42432774,739964.0208916,863794.9756077,1117504.4301577,1142690.9400798,1528392.1062395,471.792458865349,118.238278165777,590.030737031127,796.218892572216,2102.541312763,519.215460781,49410.7078417599,5609149.77686822,73.5386050438461,19.4877303366192,150580.157480716,481.434975477013,37551.928087207,2411.94981497337,188132.085567923,24.2671303366192,11898.6680315323,928096.106459523,122.689316411427,5988.32894442,0.236551139079113,0.0787853278008335,0.0197447867782803,0.0985301145791139,0.13296178282159,1.3120585413912,123.56769772661,144.246413920297,186.613734904961,190.819667838149,255.228482006433,0.351106516071094,0.0867045657645129,8.25116794691137,936.680304126395,"2","THE/MC"
"070801030606",1324.47376342747,6099.33817756217,74460.81840486,762775.2793598,883823.5123242,935513.2074997,1537910.5569866,1712239.3683888,91.9725030658102,106.098251611114,198.070754676924,1067.75176321463,1412.703391655,294.32151123,49585.542774373,5482496.35992083,74.3545559436667,19.7039573250717,119938.727841921,485.852948097344,29151.1768858406,2484.83174546269,149089.904727762,24.4833573250717,15197.753068126,911865.184087562,151.416095847377,8716.48319168,0.151950475243467,0.0105515608810672,0.0121721397584276,0.0227237006394947,0.122498000596596,0.699747598134999,87.5095221990308,101.396801082324,107.326910053892,176.437047277801,196.436949482465,0.162072634179281,0.0337660848713543,5.688709733497,628.980316872973,"1","LO/LC"
"070801030607",822.058841096907,4439.29053888865,55203.11899765,428041.9250187,425134.2169792,592616.031892,525730.7644554,694338.5341566,233.195066448036,79.6251927515721,312.820259199608,501.886246175816,1165.754246547,281.693473112,23519.4252561022,3581275.33678788,82.9514754372,21.982140990858,98042.5211288259,424.342904031289,21217.1452015644,2385.19332660781,119259.66633039,26.761540990858,10946.0318269818,547301.59134909,125.95961904051,11773.54193858,0.0698225602274497,0.0198067045299166,0.0067630618863006,0.0265697664162172,0.0426283142994731,0.377056501947117,36.3562577219074,36.109288028788,50.3345581969766,44.6535772495671,58.9744817471932,0.0990147444692927,0.0239259752571939,1.99765078162527,304.179944783873,"1","LO/LC"
"070802060301",1671.36263491252,8214.6914599929,101000.40662378,916769.02809932,1164921.9787818,1223284.26073192,1350616.9811472,1662570.793914,314.416568144296,81.4331583458498,395.849726490146,1242.76819538172,1992.948999491,442.1891631,44078.1262104134,7467312.66554423,80.8898029378571,21.4357977785321,179480.366056063,701.094577926608,39261.2963638901,3906.10111464201,218741.662419953,26.2151977785321,20276.9766164156,1135510.69051927,140.402907403231,8942.08754296,0.186909670351904,0.0351614280931339,0.00910672792618332,0.0442681560193172,0.138979649820151,0.918654779493881,102.522931440218,130.274052136621,136.800747572081,151.040456119279,185.926472529664,0.222872901871781,0.0494503281225568,4.92928815543923,835.074878172397,"2","THE/MC"
"070802060302",2905.82829351571,14276.4964530645,175410.56910555,1577396.7525226,1881086.4105163,2038752.7408377,1997800.6907302,2467340.6961955,473.136542543113,208.614127836387,681.7506703795,2192.67945562272,3435.231039348,757.025294594,76352.9721841637,14464551.258992,68.9709545499281,18.2773029557309,261078.73592867,490.885519048751,68233.0871477763,2369.14980630537,329311.823076447,23.0567029557309,13717.3278820075,1906708.57559905,127.121482499924,7247.95054116,0.400917235432824,0.0652786659975455,0.0287824988114501,0.0940611648089956,0.302524064309053,1.96972873531496,217.633487365126,259.533560533271,281.286789867002,275.636634022955,340.419085668956,0.473958951546351,0.104446807451978,10.5344223516106,1995.67466373425,"3","HO/HC"
"070802060406",1287.02167580302,6441.96525139712,79249.06763931,686331.9817728,841422.6061371,932149.4019227,729216.3338324,979129.9675555,236.811240558266,85.2631363372101,322.074376895476,962.430700394948,1544.044987147,342.629622519,43816.6771381438,7089478.52265844,74.578071985,19.763189076025,128443.085028563,549.798727187989,30788.7287225274,2843.42524555518,159231.81375109,24.542589076025,15099.353491498,845563.79552389,124.192520400887,6110.62505362,0.210620298988985,0.0387540126386868,0.0139532593783838,0.0527072720170706,0.15750118718621,1.05422361785736,112.317803129847,137.698287614396,152.545671472755,119.335800746014,160.234011899561,0.252682004475515,0.0560711252142729,7.17057203701057,1160.18876308874,"2","THE/MC"
"070802060407",624.609858236586,3126.31405712035,38513.42974606,333179.5337583,345680.400507,417691.725421,368924.3579793,455168.3827593,100.121114723413,69.2937845209712,169.414899244384,452.462682816903,772.545743034,174.407781345,12694.4141366252,3322574.06757568,81.0557071692308,21.4797623998462,67704.3563930315,383.125779605154,14941.905404601,2119.13491788801,82646.2617976325,26.2591623998462,10662.1998860496,415825.795555933,127.95561024636,6379.48224458,0.0979091773109414,0.0156942383229415,0.0108619762332348,0.0265562145561763,0.0709246715438882,0.490057646884505,52.2267358046758,54.1862783301403,65.4742359030579,57.829827536982,71.3487968629446,0.121098501949802,0.0273388614715836,1.98988156874491,520.821900617176,"1","LO/LC"
"070802060501",3785.70783250113,20909.95227614,260651.95580951,2057197.1440877,2814907.4968002,3308466.6759986,3886700.290302,5160818.33918,1320.92468965459,135.54894422837,1456.47363388296,2190.84743615184,5497.658101,1346.477722374,150113.604950154,15001309.2648235,34.4188612255281,9.12099822476494,190589.275045539,561.443965778559,99937.0259085835,1632.17023007934,290526.300954123,13.9003982247649,13189.4575564147,2347723.44504182,117.226047743559,11284.41820468,0.335480993688366,0.11705740302205,0.0120120454390953,0.129069448461146,0.194148018658439,1.85299338405129,182.304227544005,249.450830848574,293.188945676125,344.430720290929,457.340223090956,0.487190212315948,0.11932185585036,13.3027332226926,1329.38260464345,"3","HO/HC"
"070802060502",5666.1941858578,28728.1817402735,354430.49392092,3125009.778195,4180457.9160185,4415886.8236861,5003405.8995164,6317377.9015847,1335.17216757225,174.137915612633,1509.31008318488,4014.50885728711,7078.782341075,1611.535376836,179519.076310353,19096719.9215562,35.995887056845,9.53891007006392,270755.117036581,532.183999261486,137303.471809463,1581.62243738777,408058.588846044,14.3183100700639,13694.0634381436,3533068.36704104,124.147012260425,11727.52509352,0.483153448035565,0.113849440263402,0.0148486500113184,0.12869809027472,0.34231509421415,2.4496372006185,266.467967731888,356.465484633957,376.540385842029,426.637833610862,538.679546725109,0.603604109530864,0.13741478819998,15.3074988012216,1628.36743211132,"3","HO/HC"
