"area_ha","HUC12","sumOPha","sumBioMg","sumEnergyPot","sumDC","sumOC","sumTC","sumDCcp","sumTCcp","sumpatch","sumlin","sumprairie","sumrye","sumCO2","sumN2Ored","sumNO3red","sumSEDred","mean_dist","mean_Ctruck","sum_Ctruck","mean_Chand","sum_Chand","mean_Ctotal","sum_Ctotal","mean_Ctotal_Mg","mean_Cdeliv","sum_Cdeliv","mean_Cdeliv_Mg","sum_UNSTha","sum_UNPha","per_treated","per_patch","per_lin","per_prairie","per_rye","bio_Mg_ha","dccp_ha","co2_ha","n20_ha","no3_ha","sed_ha","no3_eff","sed_eff","co2_eff","n2o_eff","patch_eff","lin_eff","rye_eff","bio_eff","dccp_eff","Cluster","Cluster_Label","prairie_eff"
6379.48224458,"070802060407",624.609858236586,3126.31405712035,38513.42974606,333179.5337583,345680.400507,417691.725421,368924.3579793,455168.3827593,100.121114723413,69.2937845209712,169.414899244384,452.462682816903,772.545743034,174.407781345,12694.4141366252,3322574.06757568,81.0557071692308,21.4797623998462,67704.3563930315,383.125779605154,14941.905404601,2119.13491788801,82646.2617976325,26.2591623998462,10662.1998860496,415825.795555933,127.95561024636,503.113291951793,124.549164867904,0.0979091773109414,0.0156942383229415,0.0108619762332348,0.0265562145561763,0.0709246715438882,0.490057646884505,57.829827536982,0.121098501949802,0.0273388614715836,1.98988156874491,520.821900617176,20.3237492479935,5319.4390446479,1.23684526084022,0.279226750979231,1022.59172708036,707.735336197412,4621.24894972782,5.00522688826372,590.647670885081,"1","Balanaced / LC",1730.32706327777
10479.20637676,"070600060901",291.478933080598,1764.29141733993,22206.38221252,145282.6104112,116478.7207799,213078.5941004,193201.8530747,262677.912904,97.1289219882316,64.259854839287,161.388776827519,126.510447194369,496.439972084,128.888846436,11943.9054111244,3134220.49282501,103.158866427429,27.3370996032686,48318.2989566461,240.921554286699,8432.25440003447,1621.44438161944,56750.5533566806,32.1164996032686,5772.37610765373,202033.163767881,112.47115770559,0,101.297251970622,0.0278149816504252,0.00926872880408548,0.00613212990840583,0.0154008587124913,0.0120725217775016,0.168361167239978,18.4366874864845,0.0473738138400411,0.0122994854573949,1.13977194280787,299.089490190388,40.9769079531443,10752.8199712408,1.70317616726944,0.442189234994765,3491.96426619777,2310.26055119848,4548.28440242508,6.052895139602,662.832991162613,"2","WQ / MC",5802.22481739625
5868.48118552,"070600061002",387.393073684916,2045.92600427645,25368.8321534,200974.7348677,156700.7337129,250516.339494,200974.7348677,252273.2632516,101.571764283405,34.7220096707149,136.29377395412,251.099299730796,528.606560487,125.324874769,7367.82652605107,2309808.42790661,100.424863784762,26.6125889029619,54591.3831148509,465.633273563755,9778.29874483886,3065.22294569951,64369.6818596898,31.3919889029619,12635.44841559,265344.41672739,126.513812353156,0,59.8637385823683,0.0660124930860777,0.0173080156640913,0.00591669438361473,0.023224710047706,0.0427877830383717,0.34862955841532,34.2464648883239,0.09007553126204,0.0213555894288677,1.25549120686125,393.595609304478,19.0189939535255,5962.44121232089,1.36452248735077,0.323508300179193,1538.67487099691,525.991491117276,3803.81482340581,5.28126635000318,518.787630754497,"1","Balanaced / LC",2064.66636211419
9168.66314064,"070801010301",3055.44295541419,15348.7863446309,189106.10574283,1662006.4308381,2012582.1185035,2278319.4113664,2416128.1810632,3042084.1870067,557.484895694324,226.624860671317,784.109756365641,2215.21543037189,3736.624441941,840.830641677,111212.359840281,15998573.4468516,53.9944737889888,14.308535554082,216811.643053605,412.123536267017,73357.9894555291,1630.16647477042,290169.632509134,19.087935554082,10967.2812547597,1952176.06334723,127.98023556205,226.858964752082,1141.73943771486,0.333248469111159,0.0608032912915382,0.0247173287092209,0.0855206200007592,0.241607243759777,1.67404845277798,263.520225795377,0.40754299559534,0.0917070055666051,12.1296156412742,1744.91888309628,36.3981136166248,5236.08971933264,1.22294033842778,0.275191078330251,1672.88059021321,680.04771717563,6647.33865478907,5.02342428531783,790.761999592192,"1","Balanaced / LC",2352.92830738884
7373.7026688,"070801010302",440.175059289942,2505.89054155598,31331.41149232,226560.7512924,318106.802971,376223.9873724,309387.2653209,462033.0870989,172.429936157853,24.7995055599917,197.229441717845,236.79343216468,674.627288426,168.509602348,16034.4888209046,1529470.7719373,59.2016081369231,15.6884261562846,38081.7463457254,460.640509781256,11976.6532543126,1925.32306153992,50058.399600038,20.4678261562846,10639.1981112476,276619.150892438,117.74468392487,280.483689336816,196.948683241359,0.0596952547534137,0.023384443867997,0.0033632364463141,0.0267476803143111,0.032113233039164,0.339841549640866,41.9581964743433,0.091490980682001,0.0228527796572279,2.17455049940521,207.422354905748,36.4275269179726,3474.68749002846,1.53263406044463,0.382824057818785,2888.50322978131,415.435123988202,3966.70444146382,5.69294077133379,702.873229164734,"2","WQ / MC",3303.93835376951
5063.26531074,"070801010403",693.834431381755,4076.22140883549,51147.2664961,349432.4364236,505706.3443013,620700.1143184,481516.6045309,757621.4512692,279.647811105137,69.0958533806292,348.743664485766,335.534021613601,1122.232338364,286.288471834,28075.8142168906,3382702.69234969,69.3030544214815,18.3653094216926,74223.9997933585,721.551577829197,19481.8926013883,3470.58860721285,93705.8923947468,23.1447094216926,16412.5306969758,443138.328818347,114.75290060609,40.7577100903286,157.691695087695,0.137032999220882,0.0552307244323064,0.0136465006552325,0.0688772250875388,0.0662683073118604,0.805057834948756,95.1000145122804,0.22164201745138,0.056542261616577,5.54500159360351,668.087189737901,40.4647174412753,4875.37449764941,1.61743535288253,0.412617850722489,2040.73334667641,504.227841275328,2448.56365635518,5.87491946849306,693.993527493253,"2","WQ / MC",2544.96118795174
4836.05030918,"070801010405",1170.16698898972,5944.47773918413,73307.89373431,625679.8203352,833973.4506538,883268.800546,762561.6718718,1024262.9528536,237.741450255203,83.1540681897032,320.895518444906,839.257229154615,1455.767295148,330.016957396,38824.2907531275,4270624.16023087,63.7339991797222,16.8895097826264,100126.472688898,394.597734814675,28411.0369066566,1785.24318882715,128537.509595555,21.6689097826264,10475.2406934827,754217.329930755,117.524061132782,546.227504477338,327.302403878142,0.241967497064383,0.0491602516632037,0.017194624305677,0.0663548759688807,0.173541873119372,1.22920097168966,157.682741725055,0.301024017964536,0.068241009976581,8.02809902110189,883.081003546259,33.1784190790127,3649.585230496,1.24406799101798,0.282025523281018,982.534650891329,343.658008610873,3468.47092827225,5.08002515462888,651.669102826227,"1","Balanaced / LC",1326.1926595022
10283.76731992,"070801010602",2680.22313590533,13655.0613304213,168564.09337467,1429765.73039597,1563796.34079596,1910373.33350723,1750897.4740714,2242467.95379736,633.789218330975,140.696552833867,774.485771164842,1881.85082430371,3400.505462976,778.923888477,63373.0383767742,11061721.930256,51.2634245948101,13.5848075176247,185969.514559473,413.056962801364,65263.0001226155,1590.07920684866,251232.514682088,18.3642075176247,10639.2293992282,1680998.24507806,129.086402495005,2420.77003003543,1214.04995022204,0.260626582897655,0.0616300620788361,0.013681421259049,0.075311483337885,0.182992357349286,1.32782674924694,170.258371237149,0.330667289251976,0.0757430486557391,6.16243409689156,1075.64879543989,23.6446874619519,4127.16455658815,1.26873968716316,0.290619045124351,2431.79038486591,539.839609872476,7220.48688733601,5.09474795120328,653.265562339078,"1","Balanaced / LC",2971.62999473838
4423.19369884,"070801010604",1070.34659837297,5589.73352736903,69227.64115603,567675.8278976,663442.16473322,794958.20784422,729494.63418,962172.76596422,311.94084503987,37.4200643769162,349.360909416786,708.771890991095,1425.942957554,334.853784681,24463.2271896926,2778735.39154413,72.5269895771429,19.2196522379429,104873.991016834,424.056705090596,26715.5724207075,2088.72322916733,131589.563437542,23.9990522379429,11099.4506561134,699265.391335142,136.908452318744,1535.78619877574,253.740841764297,0.241985016087737,0.0705238943349186,0.0084599651122513,0.0789838594471699,0.160239849133664,1.26373247656664,164.924867380624,0.322378592176047,0.0757040743589449,5.53067056414648,628.219241737675,22.8554257348778,2596.10802310958,1.33222543026863,0.312846124040576,1289.09157303677,154.637939910084,2928.990821209,5.2223583798612,681.549915970116,"1","Balanaced / LC",1443.72951294686
15386.49760938,"070801030406",6117.03991674612,31729.9527728564,392374.90727722,3274039.0273944,3728745.6711148,4478009.8259516,4360795.7475818,5582088.0721316,1001.39695203537,849.79457682727,1851.19152886264,4185.41431158629,7925.35832234,1835.918273811,240221.992645021,40788377.3897893,59.1483321434727,15.6743080180203,506867.62941497,487.621016985819,151650.13628259,2117.4204684809,658517.765697559,20.4537080180203,12644.8771482057,3932556.79309196,115.263819976059,5259.23775562152,1855.35610770675,0.397558955393267,0.0650828393477207,0.055229890414386,0.120312729762107,0.272018650237515,2.06219463183831,283.417049044569,0.515085273045407,0.11932008962792,15.6125194143322,2650.92020453853,39.2709539114474,6667.9926802711,1.29561984721457,0.300131811921802,2518.86402871941,2137.53096314143,10527.7827472055,5.18714169021391,712.893132451794,"1","Balanaced / LC",4656.39499186084
9822.59524804,"070801030407",4427.84726399772,22174.2022682247,273013.05135497,2403913.47087101,2780070.2903567,3200282.59049771,3258034.582381,4064508.132217,584.159654713796,529.009637972311,1113.16929268611,3251.13302222397,5369.088467672,1201.19983157,172352.250621644,31970607.8175005,35.2217130786762,9.33375396584918,216691.344160909,377.150826764246,105979.382320753,1148.29440029061,322670.726481662,14.1131539658492,9703.14660979599,2726584.19735267,116.740279221828,3056.24549837947,1043.1292589173,0.45078180991742,0.0594710094392171,0.0538564019603545,0.113327411399572,0.330985135814559,2.25746879600372,331.687756657907,0.54660589509105,0.122289456221836,17.5465084602804,3254.80252521653,38.9246151336381,7220.35018629698,1.21257309648583,0.271283032126426,1295.88115993591,1173.53812051383,7212.20987781107,5.00789682799595,735.805547962704,"1","Balanaced / LC",2469.41928044974
4132.8962436,"070801030408",2086.71344767703,11018.9151364595,136535.72873113,1090116.8026691,1225230.6707943,1519885.205413,1183452.0722932,1620801.3556215,438.267829783488,263.832402992202,702.100232775689,1378.388928049,2799.353533383,658.706672038,65026.6628089693,13827609.6617473,22.4831536920645,5.9580357283971,58655.3294610688,566.277451647254,52663.8030031946,1196.97991897057,111319.132464263,10.7374357283971,12918.665969176,1201435.93513336,104.993427807901,10.181941638526,456.91006899605,0.504903419946341,0.106043753327262,0.0638371707009968,0.169880924028259,0.333516460807238,2.66614850385438,286.349330478798,0.677334578074139,0.159381371612714,15.7339209542621,3345.74323833076,31.1622388217023,6626.50143801033,1.341513151458,0.315667047035752,868.023096040952,522.54033656623,2730.0051328539,5.28051187321671,567.136840762993,"1","Balanaced / LC",1390.56343260718
8906.936517,"070801030409",1678.55211512986,9939.79739323066,124953.98723356,895941.8446469,865627.36276754,1328853.97350784,1807039.8043285,2253464.89164044,781.215466461403,72.3866001666433,853.602066628047,754.788529276783,2791.133485906,720.197398038,52947.7740924776,5733451.18155759,50.9228773672165,13.4945625023124,148170.815835107,489.75533671347,47506.2676612066,2017.28952058056,195677.083496314,18.2739625023124,11253.8033829197,1091618.92814321,122.051440485555,9.08321015114219,539.279260584567,0.188454482854586,0.0877086599831891,0.00812699181458007,0.0958356517977692,0.0847416536354756,1.11596140538998,202.880058803556,0.313366271397441,0.0808580365048536,5.94455500961752,643.706303577507,31.5437177167307,3415.71234510883,1.66282206000501,0.429058705741932,4145.38011846713,384.106544297479,4005.15030390224,5.92164955954417,1076.54673813253,"2","WQ / MC",4529.48666276461
7680.05806452,"070801030601",1894.02682265877,9771.99584427138,120796.94647953,1027003.10324741,1128103.7225949,1342678.29878301,1566397.68361541,1887391.07930031,307.457496737546,244.971769477993,552.429266215539,1301.08356195425,2431.691407086,561.574270943,76359.5464398543,10246502.1653775,99.9915799783459,26.4977686942617,257552.966300906,351.159976978276,46704.2769381106,2287.64844540614,304257.243239017,31.2771686942617,10009.4762893716,1331260.34648643,128.194927807455,43.2688929912768,1052.1611043485,0.246616211329015,0.0400332255504584,0.0318971246597344,0.0719303502101927,0.169410641302953,1.27238567237084,203.956489710903,0.31662409146616,0.0731210970314582,9.94257410534652,1334.16988247965,40.3159794393321,5409.90340938987,1.28387379629211,0.296497528031141,1246.70432280448,993.331979912594,5275.74223504087,5.15937563680001,827.019799760046,"1","Balanaced / LC",2240.03630271707
8022.33743646,"070801030602",1643.39209953657,8582.46040414799,106256.15321176,871350.04807384,991960.8593433,1158844.74329394,1060913.1859317,1357053.353022,499.814626490685,31.0664716270029,530.881098117688,1098.01022444532,2179.595879597,510.336018869,41652.1415449191,2425876.19526327,93.1499882125253,24.6847468763192,212239.471696929,414.33344702611,41019.0112555849,2558.16649446984,253258.482952514,29.4641468763192,11359.6821315793,1124608.53102635,136.987855852707,69.0351379292929,1121.81430477239,0.204852028794957,0.0623028675182774,0.00387249624851377,0.0661753637667912,0.136869114910957,1.0698204198121,132.24489674419,0.271690875241816,0.0636143795883753,5.19202063922393,302.390196682344,25.3452244030289,1476.13962361591,1.32627866484915,0.3105381965831,2439.8812617617,151.653228966057,5360.01635377676,5.22240578287326,645.563031628834,"1","Balanaced / LC",2591.53449072776
15076.16010342,"070801030603",2792.70606871957,15871.2933346393,198563.34493737,1534448.1416009,1799232.6804384,2336498.5921563,3397457.0221773,4217351.7658587,1031.6196641413,153.256444603138,1184.87610874444,1466.19820869385,4272.729323081,1070.681968096,146673.486823517,12308954.8721904,66.323972594386,17.5758527375123,279770.76695336,443.598007974124,75855.2593635751,2079.68436442652,355626.026316935,22.3552527375123,11053.065309461,1890074.16791784,127.980993690415,49.0426676878088,1552.84290645533,0.185239878693385,0.0684272160195007,0.0101654826926634,0.0785926987121641,0.0972527618860487,1.05274109758485,225.352941257674,0.283409654299953,0.0710182142370004,9.72883584529225,816.451588982408,52.5202019884484,4407.53683678354,1.52996026718988,0.38338512602112,5569.10138042613,827.340450037829,7915.13263254049,5.68312344518095,1216.546581909,"2","WQ / MC",6396.44183046396
6778.06153284,"070801030604",256.12268338597,1167.55802078147,14241.26748031,155889.2248827,152283.4053802,180666.0453436,384504.5627637,409749.4383449,27.0593516801049,3.7349070482309,30.7942587283358,207.751087223646,269.506381753,55.733900194,5694.18502864698,560257.955715836,99.316840432,26.31896271448,30908.7552994575,372.015120301529,5580.22680452294,2432.59880693203,36488.9821039805,31.09836271448,12825.213799112,192378.20698668,167.030892692456,83.5997878499322,228.630858613858,0.037787010658585,0.00399219622734334,0.000551028790478681,0.00454322501782202,0.0306505165550775,0.172255447243227,56.7278064533287,0.0397615720139497,0.00822269020780748,0.840090489155109,82.6575493599994,22.2322558602356,2187.45933905254,1.05225502946516,0.217606263752947,716.101941076865,98.8410298442688,5497.9497875799,4.55858889711064,1501.25150057194,"1","Balanaced / LC",814.942970921134
5988.32894442,"070801030605",1416.54603298297,7857.03814018644,98040.42432774,739964.0208916,863794.9756077,1117504.4301577,1142690.9400798,1528392.1062395,471.792458865349,118.238278165777,590.030737031127,796.218892572216,2102.541312763,519.215460781,49410.7078417599,5609149.77686822,73.5386050438461,19.4877303366192,150580.157480716,481.434975477013,37551.928087207,2411.94981497337,188132.085567923,24.2671303366192,11898.6680315323,928096.106459523,122.689316411427,28.7597559293436,433.839262841192,0.236551139079113,0.0787853278008335,0.0197447867782803,0.0985301145791139,0.13296178282159,1.3120585413912,190.819667838149,0.351106516071094,0.0867045657645129,8.25116794691137,936.680304126395,34.8811169501569,3959.73702672862,1.48427319960471,0.366536242869307,1994.46284935268,499.842353860886,3365.94824980287,5.54661688165617,806.674060336404,"2","WQ / MC",2494.30520321356
