FBndID,opArea_ha,n,MLRA,HUC12,radial,IWAP,practice,sum_BioMg,sumEnergyPot,sumDC,sumOC,sumTC,sumDCcp,sumTCcp,sumCO2,sumN2Ored,sumNO3red,sumSEDred,Total_TruckTravelTime,Total_Kilometers,trk_cost,lbr_cost,trans_cost
F070600060901_100,2.6378645838318797,1,105,070600060901,32,,,19.987296787584,256.8210144,1127.665771,1083.732422,2165.77002,1127.665771,2211.398193,6.387933731,1.825123906,80.12590969362239,0,49.71022024,52.0148604,63.11265800672557,195.52686627733334,258.6395242840589
F070600060901_101,1.859712125365794,1,105,070600060901,32,,,14.091177677472,181.0605164,795.0119019,599.2459717,1394.257813,795.0119019,1394.2578736,4.503535748,1.286724567,127.00576,41077.7754627298,42.70463001,52.63245559,63.8620222021367,167.971544706,231.8335669081367
F070600060901_102,5.779312716795459,1,105,070600060901,32,,,43.790284867392,562.6705933,2470.609619,1908.796021,4279.438477,2470.609619,4379.40564,13.99536037,3.998674393,175.56478521077761,37552.328924647794,43.1811685,52.41679362,63.60034697984452,169.84592943333334,233.44627641317786
F070600060901_11,5.74072425557658,1,105,070600060901,32,,,43.49789434368,558.9136353,2454.113281,1896.050781,4350.164063,2454.113281,4350.164062,13.90191364,3.971975327,454.952776,28091.523164433598,46.55113217,49.55437815,60.127211663474995,183.10111986866667,243.22833153214168
F070600060901_12,10.78379532699309,2,105,070600060901,32,,,49.296394215936,599.9013824,5898.9382938,4033.0721132999997,6319.77649,5898.9382938,6319.7765201,11.189651966,2.260210633,253.06517549755358,105997.2368738634,45.59944193,49.26934732,59.78136716525228,179.35780492466665,239.13917208991893
F070600060901_12,10.78379532699309,2,105,070600060901,32,,,49.296394215936,599.9013824,5898.9382938,4033.0721132999997,6319.77649,5898.9382938,6319.7765201,11.189651966,2.260210633,253.06517549755358,105997.2368738634,45.59944193,49.26934732,59.78136716525228,179.35780492466665,239.13917208991893
F070600060901_13,18.487400248361407,2,105,070600060901,32,,,83.441045791152,1013.5811158,10155.550415,6967.5368653000005,10939.833862,10155.550415,10939.8338623,18.689979079,3.702957988,384.59983734069283,149302.4004409306,46.75368286,49.6269378,60.215252510654466,183.89781924933334,244.1130717599878
F070600060901_13,18.487400248361407,2,105,070600060901,32,,,83.441045791152,1013.5811158,10155.550415,6967.5368653000005,10939.833862,10155.550415,10939.8338623,18.689979079,3.702957988,384.59983734069283,149302.4004409306,46.75368286,49.6269378,60.215252510654466,183.89781924933334,244.1130717599878
F070600060901_335,2.063833530942746,1,105,070600060901,32,,,8.3278332639936,99.44686127,1172.963013,399.0114136,1172.963013,1172.963013,1172.963013,1.63194859,0.254991949,1.73402779856776,0,45.51966388,53.32617727,64.70375509933181,179.04401126133334,243.74776636066514
F070600060901_336,6.25733091989022,1,105,070600060901,32,,,47.412263839248,609.2102051,2674.958496,2318.709717,4993.667969,2674.958496,4993.668213000001,15.15294361,4.32941246,476.725192,29598.231827916,45.24893959,53.05381906,64.37328702865227,177.97916238733333,242.3524494159856
F070600060901_337,16.256154060009138,1,105,070600060901,32,,,123.1740916056,1582.689941,6949.374512,6940.537109,13608.72266,6949.374512,13889.911621,39.36640167,11.24754333,493.81794696316,100438.817981448,48.8203762,51.76275429,62.80676298788905,192.0268130533333,254.83357604122236
F070600060901_338,7.142557231355339,1,105,070600060901,32,,,54.11968973208,695.3953247,3053.385498,1898.746948,4828.584961,3053.385498,4952.132446,17.29663467,4.941895962,216.96942378063918,70382.8535069902,48.973925,51.80624629,62.859534363240634,192.63077166666665,255.4903060299073
F070600060901_37,7.021616214035712,2,105,070600060901,32,,,56.1044267816256,720.8976592900001,2980.7202299,3427.0477300000002,6407.7678379,2980.7202299,6407.7679599,17.00376016,4.8582171800000005,762.0345599999999,50841.4106891102,45.54434001,50.23441254,60.95233697495007,179.141070706,240.09340768095007
F070600060901_37,7.021616214035712,2,105,070600060901,32,,,56.1044267816256,720.8976592900001,2980.7202299,3427.0477300000002,6407.7678379,2980.7202299,6407.7679599,17.00376016,4.8582171800000005,762.0345599999999,50841.4106891102,45.54434001,50.23441254,60.95233697495007,179.141070706,240.09340768095007
F070600060901_38,21.761298980092835,5,105,070600060901,32,,,112.7375021749536,1386.2376098299999,11641.5956571,12610.834839,16710.2229761,12468.282653600001,17536.909972600002,24.935099604,5.381632164,1640.5427223737752,758254.4885151827,46.89002688,51.84291561,62.90402738378712,184.434105728,247.3381331117871
F070600060901_38,21.761298980092835,5,105,070600060901,32,,,112.7375021749536,1386.2376098299999,11641.5956571,12610.834839,16710.2229761,12468.282653600001,17536.909972600002,24.935099604,5.381632164,1640.5427223737752,758254.4885151827,46.89002688,51.84291561,62.90402738378712,184.434105728,247.3381331117871
F070600060901_38,21.761298980092835,5,105,070600060901,32,,,112.7375021749536,1386.2376098299999,11641.5956571,12610.834839,16710.2229761,12468.282653600001,17536.909972600002,24.935099604,5.381632164,1640.5427223737752,758254.4885151827,46.89002688,51.84291561,62.90402738378712,184.434105728,247.3381331117871
F070600060901_38,21.761298980092835,5,105,070600060901,32,,,112.7375021749536,1386.2376098299999,11641.5956571,12610.834839,16710.2229761,12468.282653600001,17536.909972600002,24.935099604,5.381632164,1640.5427223737752,758254.4885151827,46.89002688,51.84291561,62.90402738378712,184.434105728,247.3381331117871
F070600060901_38,21.761298980092835,5,105,070600060901,32,,,112.7375021749536,1386.2376098299999,11641.5956571,12610.834839,16710.2229761,12468.282653600001,17536.909972600002,24.935099604,5.381632164,1640.5427223737752,758254.4885151827,46.89002688,51.84291561,62.90402738378712,184.434105728,247.3381331117871
F070600060901_39,4.3892226967873995,1,105,070600060901,32,,,33.257467364688,427.3322449,1876.3573,1520.391602,3396.749023,1876.3573,3396.748902,10.629076,3.036878824,377.388544,116781.133892532,46.35235087,51.22134291,62.1498370439546,182.31924675533335,244.46908379928794
F070600060901_41,8.217880319540159,1,105,070600060901,32,,,33.160204574784004,395.9827271,4670.56543,3045.209961,4670.56543,4670.56543,4670.56543,6.498178005,1.015340328,74.6221615772024,9650.015476352199,45.31281375,53.11808953,64.45127013120887,178.23040074999997,242.68167088120885
F070600060901_445,2.090915810075806,1,105,070600060901,32,,,15.843024785952,203.5703735,893.8496094,1044.305786,1901.988037,893.8496094,1938.1553953999999,5.063425541,1.446693063,56.7415450245136,0,46.92776048,51.88656633,62.95699134335409,184.58252455466666,247.53951589802074
F070600060901_53,1.230987078085436,2,105,070600060901,32,,,11.7738731827584,151.28498458,508.69644159999996,1709.4962162,2218.1926273,508.69644159999996,2218.1926578000002,2.980995893,0.8517131210000001,1065.9412,267561.72679154295,47.6735904,52.16006451,63.288842605994446,187.51612224000002,250.80496484599445
F070600060901_53,1.230987078085436,2,105,070600060901,32,,,11.7738731827584,151.28498458,508.69644159999996,1709.4962162,2218.1926273,508.69644159999996,2218.1926578000002,2.980995893,0.8517131210000001,1065.9412,267561.72679154295,47.6735904,52.16006451,63.288842605994446,187.51612224000002,250.80496484599445
